"V1" "V2" "V3" "V4" "V5" "V6"
"1" 0.54 0.78 0.62 0.62 0.58 0.3
"2" 0.82 0.42 0.78 0.46 0.26 0.18
"3" 0.14 0.66 0.18 0.18 0.38 0.26
"4" 0.3 0.06 0.26 0.7 0.94 0.14
"5" 0.34 0.62 0.5 0.5 0.82 0.58
"6" 0.1 0.98 0.54 0.06 0.62 0.94
"7" 0.78 0.1 0.38 0.26 0.54 0.66
"8" 0.62 0.58 0.94 0.02 0.5 0.46
"9" 0.06 0.74 0.9 0.66 0.02 0.74
"10" 0.18 0.22 0.86 0.42 0.7 0.38
"11" 0.38 0.94 0.82 0.9 0.42 0.06
"12" 0.58 0.38 0.98 0.22 0.9 0.98
"13" 0.98 0.82 0.06 0.34 0.74 0.1
"14" 0.42 0.46 0.14 0.78 0.66 0.7
"15" 0.9 0.3 0.22 0.58 0.46 0.9
"16" 0.46 0.26 0.46 0.1 0.06 0.22
"17" 0.22 0.14 0.02 0.98 0.22 0.62
"18" 0.66 0.02 0.1 0.54 0.1 0.42
"19" 0.7 0.18 0.7 0.86 0.78 0.82
"20" 0.02 0.34 0.58 0.74 0.34 0.5
"21" 0.26 0.54 0.66 0.3 0.14 0.86
"22" 0.74 0.7 0.42 0.82 0.18 0.02
"23" 0.86 0.9 0.74 0.14 0.98 0.54
"24" 0.5 0.86 0.3 0.38 0.3 0.78
"25" 0.94 0.5 0.34 0.94 0.86 0.34
"26" 0.00769230769230769 0.792307692307692 0.392307692307692 0.238461538461538 0.0538461538461538 0.438461538461538
"27" 0.792307692307692 0.915384615384615 0.484615384615385 0.438461538461538 0.961538461538462 0.884615384615385
"28" 0.684615384615385 0.607692307692308 0.823076923076923 0.592307692307692 0.915384615384615 0.253846153846154
"29" 0.961538461538462 0.561538461538462 0.469230769230769 0.530769230769231 0.407692307692308 0.638461538461538
"30" 0.238461538461538 0.823076923076923 0.207692307692308 0.884615384615385 0.884615384615385 0.669230769230769
"31" 0.884615384615385 0.761538461538461 0.869230769230769 0.869230769230769 0.315384615384615 0.915384615384615
"32" 0.592307692307692 0.130769230769231 0.607692307692308 0.561538461538462 0.869230769230769 0.0846153846153846
"33" 0.161538461538462 0.592307692307692 0.946153846153846 0.761538461538461 0.253846153846154 0.115384615384615
"34" 0.607692307692308 0.946153846153846 0.315384615384615 0.746153846153846 0.746153846153846 0.469230769230769
"35" 0.638461538461538 0.315384615384615 0.530769230769231 0.176923076923077 0.238461538461538 0.746153846153846
"36" 0.0846153846153846 0.284615384615385 0.715384615384615 0.961538461538462 0.561538461538462 0.407692307692308
"37" 0.115384615384615 0.361538461538462 0.0846153846153846 0.392307692307692 0.946153846153846 0.561538461538462
"38" 0.838461538461538 0.238461538461538 0.176923076923077 0.792307692307692 0.00769230769230769 0.361538461538462
"39" 0.484615384615385 0.838461538461538 0.761538461538461 0.684615384615385 0.469230769230769 0.592307692307692
"40" 0.438461538461538 0.176923076923077 0.0538461538461538 0.253846153846154 0.823076923076923 0.176923076923077
"41" 0.207692307692308 0.392307692307692 0.515384615384615 0.669230769230769 0.669230769230769 0.207692307692308
"42" 0.361538461538462 0.746153846153846 0.992307692307692 0.515384615384615 0.161538461538462 0.330769230769231
"43" 0.253846153846154 0.0538461538461538 0.161538461538462 0.484615384615385 0.484615384615385 0.961538461538462
"44" 0.469230769230769 0.530769230769231 0.361538461538462 0.407692307692308 0.592307692307692 0.0384615384615385
"45" 0.561538461538462 0.407692307692308 0.284615384615385 0.0538461538461538 0.438461538461538 0.315384615384615
"46" 0.330769230769231 0.161538461538462 0.407692307692308 0.838461538461538 0.361538461538462 0.530769230769231
"47" 0.315384615384615 0.684615384615385 0.684615384615385 0.207692307692308 0.515384615384615 0.792307692307692
"48" 0.176923076923077 0.869230769230769 0.438461538461538 0.00769230769230769 0.792307692307692 0.992307692307692
"49" 0.407692307692308 0.961538461538462 0.561538461538462 0.284615384615385 0.284615384615385 0.392307692307692
"50" 0.915384615384615 0.0846153846153846 0.669230769230769 0.361538461538462 0.176923076923077 0.284615384615385
"51" 0.515384615384615 0.638461538461538 0.115384615384615 0.946153846153846 0.992307692307692 0.869230769230769
"52" 0.946153846153846 0.115384615384615 0.961538461538462 0.115384615384615 0.684615384615385 0.838461538461538
"53" 0.284615384615385 0.484615384615385 0.838461538461538 0.161538461538462 0.761538461538461 0.484615384615385
"54" 0.823076923076923 0.515384615384615 0.0384615384615385 0.638461538461538 0.607692307692308 0.761538461538461
