0	0	0.5454545455	0	0	0	1	0.3787878788	0	0
0	1	0	1	0	1	0	0.5151515152	0	1
1	1	1	1	0	0.3787878788	0	0.4242424242	0	1
0	1	0	1	0	0	0	1	1	0
1	1	0.7272727273	1	0	1	1	0	1	1
1	0	1	1	1	0	0.6666666667	0.5909090909	0	0
0.6666666667	0	0	1	0	1	0.5606060606	1	0	0
0	0	0	0	0	0	0	1	0	1
0	0	1	0	1	1	0	0	0	1
0	0	0	0	0	1	1	1	1	0
0	1	0	0	1	0	1	0	1	0
1	0	0	0	0	0	1	0	1	1
0	1	1	1	0	1	0	0	0	0
0	0	0	0	1	0	0	0	1	1
1	1	1	0	1	1	0	0.2575757576	0.5303030303	0
1	1	0	0	1	0	0	0	0	1
1	1	1	1	1	1	1	1	1	0
1	1	0	1	1	0	1	1	0	0
1	0	1	0	1	1	0	1	0	1
1	0	1	0	0	1	1	0	1	0
1	0	1	0	0	0	0	1	1	0
1	1	0	1	1	1	0	0.3636363636	1	1
1	1	0.3181818182	1	0	0	0	0	1	0
1	1	1	0	1	0	1	1	0	1
1	1	1	0.6818181818	1	0	0	1	1	1
0	0	0	0	1	1	0	1	1	1
0	0	0	1	0	0	0	0	0	0
1	1	0	0	0	1	0	1	1	0
1	0	1	0	0	1	1	1	0	0
0	0	0	1	0	1	1	0	1	0.7424242424
0	1	1	0	0	1	1	0	0	1
1	0	1	0	1	1	1	0	0	1
0.3484848485	1	1	0	0	1	0.696969697	1	1	1
0	0	1	1	1	0	1	0	0	1
0	0	1	1	1	1	1	0	1	0
1	1	0.4393939394	0	0	0	1	0.6818181818	1	0
1	0	0	1	1	1	0	0	0	0
0	0	1	1	0	1	1	1	0	1
1	0	0	0	1	0	0	1	0	0
1	0	0	1	1	0	1	0.2272727273	1	0
0	1	0	1	1	1	1	1	1	1
1	0	0	0	0	1	0	0.3181818182	0.196969697	1
0	0	1	0.2575757576	1	0	1	1	1	0.5757575758
0	1	0	0	0	1	0	0	1	0
1	1	0	0	0	1	1	1	0	1
0.5757575758	1	0	1	0	0	1	0	0	1
1	0	0	1	0	0	0.3787878788	1	1	1
0	1	0	0	1	0	1	0.7878787879	0	1
0	0	0	0	1	1	1	0	0	1
0	0	1	1	1	1	0	1	0	0
0	1	0.5606060606	1	1	0	0	1	0	1
0	0	1	1	0	0	0	0	1	1
0	0	1	0	0	1	0	0.4393939394	1	0
1	0	1	0	0	0	0	0	0	0
0	1	1	0	0	0	0	1	0	0
1	1	0	0	0.6060606061	1	1	0	0	0
0	1	1	0	1	1	1	0.803030303	0	0
0	1	0.5303030303	0	0	0	0	0	0	1
1	0	0.4242424242	1	1	1	0	1	1	0
0.5757575758	1	1	0	1	0	0.7878787879	0	1	1
0	1	1	1	1	1	0	0.4848484848	1	1
0	1	0	0	1	1	0	1	0	0
1	0	1	1	1	1	0	0	1	1
1	0	0.3181818182	0	1	1	1	0.803030303	1	1
0	1	1	1	0	0	1	0.3787878788	1	0
